sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio,comment_num,has_bad_comment,bad_comment_rate
100744,3,-1,2,8,214,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,1.0,0.0,0.0
101001,1,1,2,8,885,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0469
101181,1,1,1,8,800,3.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0198
10133,3,1,1,8,214,1.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,1.0,0.0294
101664,1,1,2,8,693,12.0,0.0,1.0,0.0,0.0,16.0,,0.0,0.0,,4.0,1.0,0.0399
101779,2,2,2,8,124,0.0,0.0,1.0,0.0,0.0,0.0,,,,,3.0,0.0,0.0
10281,-1,1,1,8,766,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.019
103132,1,2,2,8,545,94.0,11.0,0.0,1.0,0.0,151.0,0.09090909090909091,0.010638297872340425,0.006622516556291391,1.0,4.0,1.0,0.0236
10321,3,1,2,8,214,4.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,4.0,1.0,0.0432
103234,3,1,2,8,214,8.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,,4.0,1.0,0.0307
10325,1,1,2,8,885,20.0,3.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,4.0,1.0,0.0085
103588,1,1,1,8,677,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,1.0,0.0455
103652,1,-1,2,8,658,7.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,,4.0,1.0,0.0056
103890,3,2,2,8,214,8.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,2.0,0.0,0.0
105559,3,1,2,8,214,7.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,4.0,1.0,0.0387
106927,1,1,1,8,800,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.1282
107012,3,2,2,8,306,32.0,0.0,0.0,0.0,0.0,42.0,,0.0,0.0,,4.0,1.0,0.0459
108071,3,1,2,8,214,6.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,2.0,0.0,0.0
108399,1,2,2,8,403,21.0,2.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0195
108858,1,1,1,8,30,9.0,0.0,0.0,1.0,0.0,5.0,1.0,0.1111111111111111,0.2,1.0,4.0,1.0,0.0235
109083,1,2,1,8,800,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0357
109093,1,2,2,8,885,5.0,0.0,1.0,0.0,0.0,9.0,,0.0,0.0,,4.0,1.0,0.0229
109726,3,2,2,8,214,6.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,3.0,0.0,0.0
109728,3,2,2,8,489,30.0,0.0,0.0,0.0,0.0,40.0,,0.0,0.0,,4.0,1.0,0.0171
11061,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,3.0,1.0,0.025
110779,1,2,2,8,545,6.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,4.0,1.0,0.0189
111225,1,1,1,8,693,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.0333
111999,3,1,2,8,214,6.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,4.0,1.0,0.0192
112332,3,1,1,8,214,7.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,4.0,1.0,0.0353
112343,3,2,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,3.0,0.0,0.0
112733,1,2,1,8,800,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,1.0,0.0833
113161,1,-1,1,8,800,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,1.0,0.0,0.0
113202,3,2,1,8,214,12.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,3.0,0.0,0.0
113305,-1,1,2,8,244,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,0.0057
113452,1,1,2,8,800,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0592
114113,1,1,2,8,885,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0526
115215,1,1,2,8,800,12.0,0.0,0.0,0.0,0.0,25.0,,0.0,0.0,,4.0,1.0,0.0281
115495,3,2,2,8,214,2.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0143
115851,1,1,1,8,885,16.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0184
115863,2,1,1,8,124,12.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,4.0,1.0,0.0189
11640,3,1,2,8,214,2.0,0.0,1.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0336
116421,3,2,2,8,214,4.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,,4.0,1.0,0.0316
116489,1,1,1,8,545,10.0,0.0,0.0,0.0,1.0,17.0,,0.0,0.0,0.0,4.0,1.0,0.033
116597,2,1,2,8,812,0.0,0.0,0.0,0.0,0.0,13.0,,,0.0,,4.0,1.0,0.0492
116746,3,1,2,8,214,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,3.0,1.0,0.1538
117452,1,1,1,8,677,6.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0557
117996,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,2.0,0.0,0.0
118167,1,1,2,8,596,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,,4.0,1.0,0.0702
118799,-1,1,2,8,244,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,2.0,0.0,0.0
119111,3,1,1,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.026000000000000002
119979,3,2,2,8,214,3.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,,4.0,1.0,0.0213
120189,3,2,-1,8,214,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,0.0,0.0
120532,1,1,1,8,30,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,4.0,1.0,0.0385
120991,3,-1,1,8,214,6.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,,,
121033,3,1,2,8,214,4.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,4.0,1.0,0.0152
121342,2,1,2,8,812,0.0,0.0,0.0,0.0,0.0,4.0,,,0.0,,2.0,0.0,0.0
121850,1,2,1,8,800,4.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,3.0,0.0,0.0
122720,2,-1,-1,8,124,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,
123016,1,1,1,8,693,9.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0489
123263,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0233
123453,3,-1,-1,8,214,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,
123578,3,2,2,8,214,3.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,4.0,0.0,0.0
123684,3,2,1,8,214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,0.0
12371,1,-1,1,8,800,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,3.0,1.0,0.0294
123773,1,2,1,8,693,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,4.0,1.0,0.0622
124997,1,1,1,8,693,11.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0039
125363,1,1,2,8,800,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0222
12540,1,2,2,8,545,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0247
12564,3,1,2,8,214,74.0,3.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,,4.0,1.0,0.0204
125704,3,1,2,8,214,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,3.0,0.0,0.0
125756,1,1,2,8,30,6.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0288
126144,1,1,2,8,545,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0129
126146,1,1,1,8,800,35.0,0.0,2.0,0.0,1.0,43.0,,0.0,0.0,0.0,4.0,1.0,0.0317
126335,2,1,1,8,812,6.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,3.0,0.0,0.0
126394,1,1,2,8,545,1.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0309
126535,1,1,1,8,545,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0185
126846,3,2,-1,8,214,4.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0291
126906,1,1,2,8,403,11.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,4.0,1.0,0.0348
127313,3,-1,-1,8,306,2.0,0.0,0.0,0.0,1.0,3.0,,0.0,0.0,0.0,,,
127367,3,1,-1,8,214,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0357
127735,3,1,2,8,214,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,4.0,1.0,0.0196
128089,3,2,1,8,306,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.034
128193,3,1,1,8,489,0.0,0.0,0.0,0.0,0.0,5.0,,,0.0,,4.0,1.0,0.0204
128309,1,2,1,8,693,4.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0256
128462,2,1,2,8,655,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,2.0,0.0,0.0
128567,3,2,2,8,306,15.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,,4.0,1.0,0.0452
128747,3,1,1,8,489,6.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0239
128977,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0147
128988,1,1,2,8,545,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.0072
129001,3,1,1,8,214,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,4.0,1.0,0.0127
129010,1,-1,-1,8,545,11.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,4.0,1.0,0.0232
129433,3,-1,1,8,489,10.0,0.0,0.0,0.0,0.0,33.0,,0.0,0.0,,4.0,1.0,0.057999999999999996
130278,2,1,2,8,124,0.0,0.0,1.0,0.0,0.0,0.0,,,,,4.0,1.0,0.0735
13035,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,
130563,3,1,2,8,214,3.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,4.0,1.0,0.0047
131300,1,1,2,8,693,22.0,1.0,0.0,1.0,0.0,30.0,1.0,0.045454545454545456,0.03333333333333333,1.0,4.0,1.0,0.0434
131771,3,1,2,8,489,2.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,,,
132417,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,4.0,1.0,0.0143
132782,1,1,1,8,658,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0448
132952,1,2,1,8,545,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,2.0,0.0,0.0
133029,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,4.0,1.0,0.0207
13334,3,1,-1,8,214,3.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,4.0,1.0,0.0335
133436,1,1,1,8,800,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0701
134084,1,1,1,8,693,6.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,4.0,1.0,0.033
134330,1,1,2,8,693,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,3.0,0.0,0.0
134555,1,1,2,8,885,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.037000000000000005
134619,1,1,2,8,885,24.0,0.0,0.0,0.0,0.0,31.0,,0.0,0.0,,4.0,1.0,0.0101
135334,1,1,2,8,30,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.04
135409,3,1,2,8,214,9.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,,4.0,1.0,0.0314
135577,3,1,1,8,306,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0372
135911,3,1,2,8,489,2.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,2.0,0.0,0.0
138151,1,1,1,8,30,4.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0156
138289,3,1,2,8,306,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,2.0,0.0,0.0
138374,2,1,2,8,812,6.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,,2.0,0.0,0.0
138493,3,2,1,8,214,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,3.0,1.0,0.0238
138778,1,1,1,8,403,5.0,0.0,0.0,0.0,0.0,16.0,,0.0,0.0,,4.0,1.0,0.0257
138853,1,1,1,8,403,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0122
13915,3,-1,-1,8,214,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,,,
140511,3,2,2,8,214,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,,,
14066,2,1,2,8,812,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,2.0,0.0,0.0
140687,3,1,1,8,489,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0246
140702,2,1,2,8,623,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0331
140807,1,1,2,8,658,4.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0228
141094,3,2,-1,8,214,0.0,0.0,0.0,0.0,0.0,4.0,,,0.0,,4.0,1.0,0.0194
141167,1,1,2,8,427,6.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,4.0,1.0,0.0364
14163,3,2,1,8,306,18.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,4.0,1.0,0.0371
14181,3,1,2,8,214,7.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,4.0,1.0,0.0527
142140,1,1,1,8,30,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.0228
142667,1,1,1,8,403,11.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,4.0,1.0,0.0247
143992,3,1,2,8,489,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,,,
14433,1,1,2,8,30,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0343
144364,-1,-1,1,8,48,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,0.0,0.0
144549,1,1,1,8,545,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0603
144602,1,2,1,8,375,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0479
144635,3,1,2,8,306,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.0372
144964,3,1,-1,8,214,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,,,
14577,1,1,1,8,677,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0466
145895,1,1,2,8,693,18.0,0.0,0.0,0.0,0.0,25.0,,0.0,0.0,,4.0,1.0,0.0401
145946,1,1,1,8,658,4.0,0.0,0.0,0.0,3.0,5.0,,0.0,0.0,0.0,4.0,1.0,0.0225
146427,3,1,1,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0109
146523,3,2,2,8,489,3.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0166
146704,1,1,1,8,800,21.0,0.0,0.0,0.0,0.0,37.0,,0.0,0.0,,3.0,1.0,0.0345
147757,1,1,1,8,545,2.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,4.0,1.0,0.0366
147796,3,1,1,8,489,7.0,0.0,0.0,0.0,1.0,12.0,,0.0,0.0,0.0,4.0,1.0,0.0134
148421,3,1,2,8,214,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,4.0,1.0,0.0342
148434,3,2,2,8,306,2.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,2.0,0.0,0.0
149223,1,1,1,8,658,4.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0423
149641,1,1,2,8,403,10.0,0.0,1.0,0.0,0.0,11.0,,0.0,0.0,,4.0,1.0,0.0321
149854,1,2,1,8,800,4.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,4.0,1.0,0.0382
150332,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,4.0,1.0,0.0351
150801,1,2,1,8,30,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,1.0,0.042
150957,1,1,1,8,677,2.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,3.0,0.0,0.0
151327,1,1,2,8,403,29.0,0.0,0.0,0.0,1.0,27.0,,0.0,0.0,0.0,4.0,1.0,0.0283
